character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
寸;1904;89;996;inch/ small, tiny;cùn;？;寸;ideographic;;;8056;96,750921213
扔;1905;1276;1590;to throw, to hurl, to cast away;rēng;⿰扌乃;扌;pictophonetic;乃;扌;8045;96,75507875
盯;1906;1709;1808;to rivet one's gaze upon/ to keep eyes on;dīng;⿰目丁;目;pictophonetic;丁;目;8041;96,759234219
辱;1907;1921;1914;to insult, to humiliate, to abuse;rǔ;⿸辰寸;辰;;;;8029;96,763383487
匹;1908;1785;1846;bolt of cloth/ mate, one of a pair/ measure word for horses;pǐ;⿷匸儿;匸;pictographic;;;8025;96,767530688
俱;1909;1668;1788;all, together/ accompany;jù;⿰亻具;亻;pictophonetic;具;亻;8024;96,771677372
辨;1910;2470;2190;to recognize, to distinguish, to discriminate;biàn;⿲辛刂辛;辛;ideographic;;;8023;96,775823539
饿;1911;1526;1718;hungry/ greedy;è;⿰饣我;饣;ideographic;;;7992;96,779953686
蜂;1912;2085;1998;bee, wasp, hornet;fēng;⿰虫夆;虫;pictophonetic;夆;虫;7989;96,784082282
哦;1913;;1913;oh? really? is that so?;ó;⿰口我;口;pictophonetic;我;口;7980;96,788206227
腔;1914;2308;2111;chest cavity/ a hollow in the body;qiāng;⿰⺼空;⺼;pictophonetic;空;⺼;7975;96,792327589
郁;1915;2164;2040;melancholy/ dense growth;yù;⿰有阝;阝;pictophonetic;有;阝;7968;96,796445333
溃;1916;2264;2090;a flooding river/ a military defeat/ to break down, to disperse;kuì;⿰氵贵;氵;pictophonetic;贵;氵;7962;96,800559976
谨;1917;2468;2192;prudent, cautious, attentive;jǐn;⿰讠堇;讠;pictophonetic;堇;讠;7960;96,804673586
糟;1918;763;1340;sediment, dregs/ to waste, to spoil;zāo;⿰米曹;米;pictophonetic;曹;米;7960;96,808787195
葛;1919;2284;2102;an edible bean/ vine/ surname;gé;⿱艹曷;艹;pictophonetic;曷;艹;7952;96,812896671
苗;1920;1403;1662;sprouts/ Miao nationality;miáo;⿱艹田;艹;ideographic;;;7946;96,817003045
肠;1921;2014;1968;intestines/ emotions/ sausage;cháng;⿰⺼昜;⺼;pictophonetic;昜;⺼;7939;96,821105803
忌;1922;2125;2024;jealous, envious/ to fear/ to shun;jì;⿱己心;心;pictophonetic;己;心;7938;96,825208043
溜;1923;1944;1934;to slip, to slide, to glide/ slippery;liū;⿰氵留;氵;pictophonetic;留;氵;7935;96,829308733
鸿;1924;3763;2844;a species of wild swan/ vast;hóng;⿰江鸟;鸟;pictophonetic;江;鸟;7931;96,833407356
爵;1925;2117;2021;noble/ a feudal rank or title;jué;⿱爫⿱罒⿰良寸;爫;ideographic;;;7902;96,837490992
鹏;1926;3827;2876;fabulous bird of enormous size;péng;⿰朋鸟;鸟;pictophonetic;朋;鸟;7895;96,841571011
鹰;1927;2219;2073;eagle, falcon, hawk;yīng;⿸⿸广倠鸟;鸟;pictophonetic;;鸟;7890;96,845648445
笼;1928;2454;2191;basket/ cage/ bamboo basket used to serve dimsum;lóng;⿱⺮龙;⺮;pictophonetic;龙;⺮;7888;96,849724846
丘;1929;1285;1607;mound, hill/ surname;qiū;⿱斤一;一;pictographic;;;7886;96,853800214
桂;1930;3067;2498;cassia, cinnamon;guì;⿰木圭;木;pictophonetic;圭;木;7877;96,857870931
滋;1931;2194;2062;to grow, to nourish/ to multiply, to thrive;zī;⿰氵兹;氵;pictophonetic;兹;氵;7874;96,861940097
聊;1932;1079;1506;somewhat, slightly, at least;liáo;⿰耳卯;耳;pictophonetic;卯;耳;7865;96,866004612
挡;1933;1833;1883;to block, to obstruct/ to get in the way/ cover, guard;dǎng;⿰扌当;扌;ideographic;;;7851;96,870061892
纲;1934;3393;2664;program, outline/ principle, guiding thread;gāng;⿰纟冈;纟;pictophonetic;冈;纟;7832;96,874109353
肌;1935;2132;2034;flesh, skin/ muscle, tissue/ meat on bones;jī;⿰⺼几;⺼;pictophonetic;几;⺼;7830;96,878155781
茨;1936;;1936;thatching/ caltrop, Tribulus terrestris;cí;⿱艹次;艹;pictophonetic;次;艹;7823;96,882198591
壳;1937;2714;2326;casing, husk, shell;ké;⿱士冗;士;ideographic;;;7813;96,886236233
痕;1938;1757;1848;scar, mark/ vestige, trace;hén;⿸疒艮;疒;pictophonetic;艮;疒;7805;96,890269741
碗;1939;2225;2082;bowl, small dish;wǎn;⿰石宛;石;pictophonetic;宛;石;7773;96,894286712
穴;1940;613;1276;cave, den, hole;xué;⿱宀八;穴;pictographic;;;7772;96,898303166
膀;1941;2155;2048;shoulder, upper arm, wing;bǎng;⿰⺼旁;⺼;ideographic;;;7731;96,902298432
卓;1942;476;1209;profound, lofty, brilliant;zhuō;⿱⺊早;十;ideographic;;;7714;96,906284912
贤;1943;2621;2282;virtuous, worthy/ good, able;xián;⿱⿰？又贝;贝;pictophonetic;;贝;7713;96,910270876
卧;1944;1837;1890;to crouch/ to lie down;wò;⿰臣卜;臣;ideographic;;;7696;96,914248055
膜;1945;2559;2252;membrane, film/ to kneel and worship;mó;⿰⺼莫;⺼;pictophonetic;莫;⺼;7694;96,918224199
毅;1946;3305;2626;decisive, firm, resolute;yì;⿰豙殳;殳;pictophonetic;豙;殳;7686;96,92219621
锦;1947;2785;2366;brocade, tapestry/ embroidered;jǐn;⿰钅帛;钅;ideographic;;;7682;96,926166153
欠;1948;260;1104;to lack, to owe/ to breathe, to yawn;qiàn;⿱⺈人;欠;ideographic;;;7682;96,930136097
哩;1949;2904;2426;mile;lī;⿰口里;口;pictophonetic;里;口;7677;96,934103456
函;1950;3266;2608;correspondence/ a case, a box;hán;⿶凵⿻了？;凵;ideographic;;;7672;96,938068232
茫;1951;2742;2346;vague, boundless/ vast, widespread;máng;⿱艹汒;艹;pictophonetic;汒;艹;7659;96,942026289
昂;1952;2243;2098;to rise/ proud, bold, upright;áng;⿱日卬;日;pictophonetic;卬;日;7637;96,945972977
薛;1953;3014;2484;wormwood, marsh grass/ a feudal state;xuē;⿱艹⿰⿱丿㠯辛;艹;ideographic;;;7630;96,949916048
皱;1954;2796;2375;wrinkles, creases, folds;zhòu;⿰刍皮;皮;pictophonetic;刍;皮;7609;96,953848266
夸;1955;2091;2023;extravagant, luxurious/ handsome;kuā;⿱大亏;大;pictophonetic;亏;大;7594;96,957772732
豫;1956;2574;2265;relaxed/ hesitant;yù;⿰予象;豕;pictophonetic;予;象;7590;96,961695131
胃;1957;1629;1793;stomach;wèi;⿱田⺼;⺼;ideographic;;;7533;96,965588074
舌;1958;176;1067;tongue/ bell clapper;shé;⿱千口;舌;pictographic;;;7511;96,969469647
剥;1959;2487;2223;to peel, to skin/ to exploit;bō;⿰录刂;刂;pictophonetic;录;刂;7504;96,973347602
傲;1960;1648;1804;proud, haughty, overbearing;ào;⿰亻敖;亻;pictophonetic;敖;亻;7503;96,977225041
拾;1961;1746;1854;to collect, to pick up, to tidy up/ ten (bankers' anti-fraud numeral);shí;⿰扌合;扌;ideographic;;;7497;96,981099379
窝;1962;2323;2142;cave, den, nest/ hiding place/ measure word for small animals;wō;⿱穴呙;穴;pictophonetic;呙;穴;7456;96,98495253
睁;1963;2127;2045;to open one's eyes/ to stare;zhēng;⿰目争;目;pictophonetic;争;目;7454;96,988804646
携;1964;2576;2270;to carry, to lead, to take by the hand;xié;⿰扌隽;扌;pictophonetic;隽;扌;7449;96,992654178
陵;1965;3344;2654;hill, mound/ mausoleum;líng;⿰阝夌;阝;ideographic;;;7436;96,996496993
哼;1966;2057;2012;to hum/ to sing softly/ to moan, to groan;hēng;⿰口亨;口;pictophonetic;亨;口;7419;97,000331022
棉;1967;2617;2292;cotton/ cotton-padded;mián;⿰木帛;木;ideographic;;;7416;97,0041635
晴;1968;3039;2504;clear weather, fine weather;qíng;⿰日青;日;pictophonetic;青;日;7405;97,007990294
铃;1969;2095;2032;small bell;líng;⿰钅令;钅;pictophonetic;令;钅;7404;97,011816571
填;1970;2114;2042;to fill, to pad, to stuff;tián;⿰土真;土;pictophonetic;真;土;7401;97,015641298
饲;1971;3366;2668;to raise animals/ to nourish, to feed;sì;⿰饣司;饣;pictophonetic;司;饣;7399;97,019464991
渴;1972;1988;1980;thirsty, parched/ to yearn, to pine for;kě;⿰氵曷;氵;pictophonetic;曷;氵;7395;97,023286617
吻;1973;1341;1657;to kiss/ lips/ coinciding;wěn;⿰口勿;口;pictophonetic;勿;口;7395;97,027108243
扮;1974;1587;1780;costume, disguise/ to dress up;bàn;⿰扌分;扌;pictophonetic;分;扌;7372;97,030917983
逆;1975;2656;2316;to disobey, to rebel/ traitor, rebel;nì;⿺辶屰;辶;ideographic;;;7339;97,034710669
脆;1976;2070;2023;fragile, frail/ brittle, crisp;cuì;⿰⺼危;⺼;ideographic;;;7336;97,038501805
喘;1977;2409;2193;to pant, to gasp, to breathe heavily;chuǎn;⿰口耑;口;pictophonetic;耑;口;7320;97,042284672
罩;1978;2162;2070;cover, shroud/ basket for catching fish;zhào;⿱罒卓;罒;pictophonetic;卓;罒;7309;97,046061855
卜;1979;124;1052;divination, fortune-telling/ prophecy;bo;⿻丨丶;卜;pictographic;;;7301;97,049834903
炉;1980;2241;2110;fireplace, furnace, oven, stove;lú;⿰火户;火;ideographic;;;7295;97,053604851
柴;1981;2607;2294;firewood, faggots, fuel/ surname;chái;⿱此木;木;pictophonetic;此;木;7276;97,057364979
愉;1982;1670;1826;pleasant, delightful/ to please;yú;⿰忄俞;忄;pictophonetic;俞;忄;7259;97,061116323
绳;1983;1968;1976;string, rope, cord/ to control;shéng;⿰纟黾;纟;pictophonetic;黾;纟;7256;97,064866116
胎;1984;1715;1850;embryo, fetus/ car tire;tāi;⿰⺼台;⺼;pictophonetic;台;⺼;7256;97,068615909
蓄;1985;2635;2310;to store, to save, to hoard, to gather;xù;⿱艹畜;艹;pictophonetic;畜;艹;7213;97,07234348
眠;1986;2044;2015;sleep, shut-eye, hibernatation;mián;⿰目民;目;pictophonetic;民;目;7195;97,076061749
竭;1987;2421;2204;to exhaust/ to put forth great effort;jié;⿰立曷;立;pictophonetic;曷;立;7194;97,079779501
喂;1988;820;1404;interjection used to call attention;wèi;⿰口畏;口;pictophonetic;畏;口;7184;97,083492085
傻;1989;1029;1509;foolish, silly, stupid/ an imbecile;shǎ;⿰亻⿳囟八夂;亻;ideographic;;;7167;97,087195885
慕;1990;2517;2254;to admire, to desire, to long for;mù;⿱莫⺗;⺗;pictophonetic;莫;⺗;7165;97,09089865
浑;1991;2422;2206;blended, mixed/ muddy, turbid;hún;⿰氵军;氵;pictophonetic;军;氵;7136;97,094586429
奸;1992;1891;1942;crafty, dishonest, selfish/ evil, villainous/ adultery;jiān;⿰女干;女;pictophonetic;干;女;7132;97,09827214
扇;1993;2131;2062;fan/ panel/ to flap;shàn;⿸户羽;户;ideographic;;;7125;97,101954234
柜;1994;1849;1922;cabinet, cupboard, wardrobe/ shop counter;guì;⿰木巨;木;pictophonetic;巨;木;7101;97,105623926
悦;1995;2546;2270;contented, gratified, pleased;yuè;⿰忄兑;忄;pictophonetic;兑;忄;7094;97,109289999
拦;1996;2281;2138;to block, to hinder, to obstruct;lán;⿰扌兰;扌;pictophonetic;兰;扌;7091;97,112954523
诞;1997;1233;1615;to give birth, to bear children/ birth, birthday;dàn;⿰讠延;讠;pictophonetic;延;讠;7085;97,116615945
饱;1998;2486;2242;satisfied/ to eat one's fill;bǎo;⿰饣包;饣;pictophonetic;包;饣;7059;97,120263932
乾;1999;;1999;arid, dry/ to fertilize/ to penetrate/ heavenly generative principle (male);gān;⿰龺乞;乙;ideographic;;;7057;97,123910884
泡;2000;1650;1825;bubble, blister/ swollen, puffed up;pào;⿰氵包;氵;pictophonetic;包;氵;7046;97,127552152
贼;2001;2262;2132;thief, traitor/ cunning, sly;zéi;⿰贝戎;贝;pictophonetic;贝;戎;7045;97,131192904
亭;2002;546;1274;pavilion/ erect;tíng;⿱⿳亠口冖丁;亠;pictographic;;;7041;97,134831588
夕;2003;164;1084;evening, night, dusk/ slanted;xī;⿻勹丶;夕;pictographic;;;7025;97,138462003
爹;2004;2201;2102;father, dad, daddy;diē;⿱父多;父;pictophonetic;多;父;7016;97,142087768
酬;2005;2537;2271;to toast, to entertain/ to reward, to compensate;chóu;⿰酉州;酉;pictophonetic;州;酉;7011;97,145710948
儒;2006;3024;2515;Confucian scholar;rú;⿰亻需;亻;pictophonetic;需;亻;7004;97,149330512
姻;2007;1781;1894;relatives by marriage;yīn;⿰女因;女;ideographic;;;6998;97,152946974
卵;2008;3004;2506;egg, ovum, roe/ ovary, testes/ to spawn;luǎn;⿰？卩;卩;pictographic;;;6971;97,156549483
氛;2009;2488;2248;air/ atmosphere;fēn;⿹气分;气;pictophonetic;分;气;6968;97,160150442
泄;2010;1992;2001;drip, leak, vent/ to disperse/ to reduce;xiè;⿰氵世;氵;pictophonetic;世;氵;6955;97,163744683
杆;2011;2145;2078;cane, pole, stick;gān;⿰木干;木;pictophonetic;干;木;6944;97,167333239
挨;2012;2332;2172;close by, near, next to, towards, against/ to lean on/ to wait;āi;⿰扌矣;扌;pictophonetic;矣;扌;6930;97,17091456
僧;2013;3275;2644;Buddhist priest, monk;sēng;⿰亻曾;亻;pictophonetic;曾;亻;6920;97,174490713
蜜;2014;1732;1873;honey, nectar/ sweet;mì;⿱宓虫;虫;pictophonetic;宓;虫;6919;97,178066349
吟;2015;3001;2508;to sing, to hum/ to recite/ a type of poetry;yín;⿰口今;口;pictophonetic;今;口;6916;97,181640435
猩;2016;2525;2270;ape, orangutan;xīng;⿰犭星;犭;pictophonetic;星;犭;6909;97,185210904
遂;2017;2696;2356;to fail/ to follow, to comply with;suì;⿺辶⿱丷豕;辶;pictophonetic;豕;辶;6904;97,188778788
狭;2018;3072;2545;narrow, limited/ narrow-minded;xiá;⿰犭夹;犭;pictophonetic;夹;犭;6901;97,192345122
肖;2019;579;1299;to resemble, to look like/ to be like;xiào;⿱⺌⺼;⺼;pictophonetic;⺌;⺼;6899;97,195910423
甜;2020;1204;1612;sweet, sweetness;tián;⿰舌甘;甘;ideographic;;;6894;97,19947314
霞;2021;3696;2858;rosy clouds;xiá;⿱雨叚;雨;pictophonetic;叚;雨;6885;97,203031205
驳;2022;2757;2390;variegated, motley/ to refuse, to dispute;bó;⿰马爻;马;pictophonetic;爻;马;6879;97,20658617
裕;2023;3069;2546;rich, plentiful, abundant;yù;⿰衤谷;衤;pictophonetic;谷;衤;6871;97,210137001
顽;2024;2694;2359;stubborn, recalcitrant, obstinate;wán;⿰元页;页;pictophonetic;元;页;6868;97,213686281
於;2025;3139;2582;at, in, on/ to, from/ alas!;yú;⿰方？;方;;;;6858;97,217230394
摘;2026;2478;2252;to pick, to pluck, to select, to take;zhāi;⿰扌啇;扌;ideographic;;;6845;97,220767788
矮;2027;2374;2200;short, low/ dwarf;ǎi;⿰矢委;矢;pictophonetic;委;矢;6834;97,224299497
秒;2028;1428;1728;a second/ a corn kernel/ measure word for time;miǎo;⿰禾少;禾;pictophonetic;少;禾;6829;97,227828623
卿;2029;3240;2634;noble/ minister/ thou (poetic);qīng;⿴卯？;卩;;;;6825;97,231355682
畜;2030;2541;2286;livestock, domestic animals;chù;⿱玄田;田;pictophonetic;玄;田;6821;97,234880673
咽;2031;2910;2470;throat/ pharynx;yàn;⿰口因;口;pictophonetic;因;口;6818;97,238404114
披;2032;2377;2204;to wear/ to split, to crack;pī;⿰扌皮;扌;ideographic;;;6790;97,241913085
辅;2033;2550;2292;side road/ to assist, to coach, to tutor;fǔ;⿰车甫;车;pictophonetic;甫;车;6782;97,245417922
勾;2034;1683;1858;to hook, to join, to connect/ to entice;gōu;⿹勹厶;勹;;;;6780;97,248921725
盆;2035;2634;2334;basin, bowl, pot, tub;pén;⿱分皿;皿;pictophonetic;分;皿;6780;97,252425528
疆;2036;3691;2864;boundary, border, frontier;jiāng;⿰⿹弓土畺;田;ideographic;;;6779;97,255928815
赌;2037;1239;1638;to bet, to gamble, to wager;dǔ;⿰贝者;贝;pictophonetic;者;贝;6759;97,259421766
塑;2038;2150;2094;to sculpt, to model in clay/ plastic;sù;⿱朔土;土;pictophonetic;朔;土;6744;97,262906965
畏;2039;819;1429;fear, dread, awe, reverence;wèi;⿳田一？;田;pictographic;;;6722;97,266380794
吵;2040;1447;1744;to argue, to dispute/ to annoy, to disturb;chǎo;⿰口少;口;pictophonetic;少;口;6709;97,269847906
囊;2041;3051;2546;bag, purse, sack/ to pocket, to stow;náng;⿱⿻口？襄;口;pictophonetic;襄;口;6709;97,273315017
嗯;2042;;2042;interjection indicating agreement or appreciation;en;⿰口恩;口;pictophonetic;恩;口;6707;97,276781095
泊;2043;2916;2480;to anchor/ to moor;pō;⿰氵白;氵;pictophonetic;白;氵;6695;97,280240972
肺;2044;2214;2129;lungs;fèi;⿰⺼巿;⺼;pictophonetic;巿;⺼;6692;97,283699298
骤;2045;3161;2603;procedure/ sudden, abrupt/ to gallop;zhòu;⿰马聚;马;pictophonetic;聚;马;6688;97,287155557
缠;2046;2079;2062;to wrap, to entangle/ to involve/ to bother, to annoy;chán;⿰纟㢆;纟;pictophonetic;㢆;纟;6675;97,290605097
冈;2047;404;1226;ridge or crest of hill;gāng;⿵冂乂;冂;pictographic;;;6651;97,294042235
羞;2048;1814;1931;shame, disgrace/ shy, ashamed;xiū;⿸羊丑;羊;ideographic;;;6651;97,297479373
瞪;2049;3073;2561;to stare at;dèng;⿰目登;目;pictophonetic;登;目;6644;97,300912894
吊;2050;2158;2104;to condole, to mourn, to pity/ to hang;diào;⿱口巾;口;;;;6637;97,304342797
贾;2051;2234;2142;merchant/ to buy, to trade/ surname;jiǎ;⿱覀贝;贝;pictophonetic;覀;贝;6627;97,307767532
漏;2052;1865;1958;to leak, to drip/ hour glass/ funnel;lòu;⿰氵屚;氵;ideographic;;;6627;97,311192267
斑;2053;2565;2309;freckled, mottled, spotted, striped;bān;⿲王文王;文;ideographic;;;6622;97,314614418
涛;2054;3411;2732;large waves;tāo;⿰氵寿;氵;pictophonetic;寿;氵;6611;97,318030885
悠;2055;2501;2278;distant, remote/ long, far/ carefree;yōu;⿱攸心;心;pictophonetic;攸;心;6604;97,321443734
鹿;2056;2856;2456;deer/ surname;lù;⿸广⿱？比;鹿;pictographic;;;6599;97,324853999
俘;2057;2748;2402;prisoner of war/ take as prisoner;fú;⿰亻孚;亻;pictophonetic;孚;亻;6594;97,32826168
锡;2058;2671;2364;tin/ to bestow, to confer;xī;⿰钅易;钅;pictophonetic;易;钅;6586;97,331665227
卑;2059;1185;1622;humble, low, inferior/ to despise;bēi;⿱白十;十;ideographic;;;6572;97,335061539
葬;2060;2310;2185;to bury, to inter;zàng;⿱艹⿱死廾;艹;ideographic;;;6558;97,338450615
铭;2061;2932;2496;to engrave, to inscribe;míng;⿰钅名;钅;ideographic;;;6555;97,341838142
滩;2062;1886;1974;rapids/ sandbar, shoal;tān;⿰氵难;氵;ideographic;;;6550;97,345223085
嫁;2063;1808;1936;to marry, to give a daughter in marriage;jià;⿰女家;女;pictophonetic;家;女;6539;97,348602343
催;2064;2357;2210;to press, to urge;cuī;⿰亻崔;亻;pictophonetic;崔;亻;6538;97,351981084
璇;2065;;2065;beautiful jade/ star;xuán;⿰王旋;王;ideographic;;;6536;97,355358792
翅;2066;2618;2342;wings/ fins;chì;⿺支羽;羽;pictophonetic;支;羽;6524;97,358730298
盒;2067;1659;1863;small box or case/ casket;hé;⿱合皿;皿;pictophonetic;合;皿;6506;97,362092502
蛮;2068;2195;2132;barbarians/ barbarous, rude, savage;mán;⿱亦虫;虫;ideographic;;;6503;97,365453156
矣;2069;1358;1714;particle of completed action;yǐ;⿱厶矢;矢;;;;6490;97,368807091
潘;2070;2736;2403;a river that flows into the Han/ surname;pān;⿰氵番;氵;pictophonetic;番;氵;6477;97,372154308
歧;2071;2519;2295;to diverge, to fork/ a branch/ a side road;qí;⿰止支;止;pictophonetic;支;止;6451;97,375488089
赐;2072;2320;2196;to give/ to bestow a favor/ to appoint;cì;⿰贝易;贝;pictophonetic;易;贝;6431;97,378811535
鲍;2073;;2073;abalone/ dried fish/ surname;bào;⿰鱼包;鱼;pictophonetic;包;鱼;6416;97,382127228
锅;2074;2530;2302;cooking-pot, saucepan;guō;⿰钅呙;钅;pictophonetic;呙;钅;6416;97,385442921
廊;2075;2133;2104;corridor, porch, veranda;láng;⿸广郎;广;pictophonetic;郎;广;6413;97,388757064
拆;2076;2170;2123;to break open, to split up, to tear apart;chāi;⿰扌斥;扌;pictophonetic;斥;扌;6412;97,392070691
灌;2077;2370;2224;to water, to irrigate/ to pour/ to flood;guàn;⿰氵雚;氵;pictophonetic;雚;氵;6403;97,395379666
勉;2078;2954;2516;to endeavor, to make an effort/ to urge;miǎn;⿺免力;力;pictophonetic;免;力;6398;97,398686057
盲;2079;2558;2318;blind/ shortsighted/ unperceptive;máng;⿱亡目;目;ideographic;;;6395;97,401990898
宰;2080;2269;2174;to slaughter, to butcher/ to govern, to rule;zǎi;⿱宀辛;宀;ideographic;;;6390;97,405293155
佐;2081;;2081;to assist, to aid/ subordinate, second;zuǒ;⿰亻左;亻;pictophonetic;左;亻;6378;97,408589211
啥;2082;1372;1727;what?;shà;⿰口舍;口;pictophonetic;舍;口;6331;97,411860977
胀;2083;2938;2510;swelling, inflation;zhàng;⿰⺼长;⺼;pictophonetic;长;⺼;6327;97,415130677
扯;2084;1611;1848;to rip, to tear/ to haul/ casual talk;chě;⿰扌止;扌;pictophonetic;止;扌;6325;97,418399343
禧;2085;;2085;happiness/ congratulations;xǐ;⿰礻喜;礻;ideographic;;;6308;97,421659224
辽;2086;3744;2915;distant, far;liáo;⿺辶了;辶;pictophonetic;了;辶;6300;97,42491497
抹;2087;2391;2239;to apply/ to erase, to smear, to wipe off;mǒ;⿰扌末;扌;pictophonetic;末;扌;6299;97,4281702
筒;2088;2457;2272;tube, pipe, cylinder/ a thick piece of bamboo;tǒng;⿱⺮同;⺮;pictophonetic;同;⺮;6296;97,431423879
棋;2089;2551;2320;chess/ any strategy game;qí;⿰木其;木;pictophonetic;其;木;6294;97,434676524
裤;2090;1373;1732;pants, trousers;kù;⿰衤库;衤;pictophonetic;库;衤;6282;97,437922969
唉;2091;2410;2250;alas/ exclamation of surprise or pain;āi;⿰口矣;口;pictophonetic;矣;口;6269;97,441162695
朴;2092;2393;2242;plain, simple/ sincere/ surname;pǔ;⿰木卜;木;pictophonetic;卜;木;6261;97,444398286
咐;2093;2900;2496;to instruct/ to order;fù;⿰口付;口;pictophonetic;付;口;6257;97,447631811
孕;2094;1552;1823;pregnant/ pregnancy;yùn;⿱乃子;子;ideographic;;;6256;97,450864819
誓;2095;1291;1693;to swear, to pledge/ oath;shì;⿱折言;言;ideographic;;;6249;97,454094209
喉;2096;2334;2215;throat, larynx, gullet/ guttural;hóu;⿰口侯;口;pictophonetic;侯;口;6233;97,457315331
妄;2097;2490;2294;absurd, foolish, ignorant/ rash, reckless, wild;wàng;⿱亡女;女;pictophonetic;亡;女;6228;97,460533869
拘;2098;2266;2182;to detain, to restrain, to seize;jū;⿰扌句;扌;pictophonetic;句;扌;6224;97,463750339
链;2099;1972;2036;chain, wire/ chains, shackles;liàn;⿰钅连;钅;ideographic;;;6223;97,466966293
驰;2100;2922;2511;speed, haste/ to run, to gallop;chí;⿰马也;马;pictophonetic;也;马;6199;97,470169844
栏;2101;2367;2234;fence, railing, balustrade;lán;⿰木兰;木;pictophonetic;兰;木;6182;97,47336461
逝;2102;2450;2276;to die, to pass away;shì;⿺辶折;辶;pictophonetic;折;辶;6182;97,476559376
窃;2103;1899;2001;to steal/ thief/ secret, stealthy;qiè;⿱穴切;穴;pictophonetic;切;穴;6174;97,479750007
艳;2104;2556;2330;beautiful, glamorous, sexy, voluptuous;yàn;⿰丰色;色;ideographic;;;6172;97,482939605
臭;2105;1512;1808;to reek, to smell, to stink;chòu;⿱自犬;自;ideographic;;;6166;97,486126102
纤;2106;2745;2426;fine, delicate/ tiny, minute;xiān;⿰纟千;纟;pictophonetic;千;纟;6166;97,489312599
玑;2107;;2107;an oblong pearl;jī;⿰王几;王;pictophonetic;几;王;6165;97,492498579
棵;2108;2595;2352;measure word for trees;kē;⿰木果;木;pictophonetic;果;木;6159;97,495681459
趁;2109;2314;2212;to take advantage of, to seize an opportunity;chèn;⿺走㐱;走;pictophonetic;㐱;走;6154;97,498861755
匠;2110;2674;2392;artisan, craftsman, workman;jiàng;⿷匚斤;匚;;;;6142;97,502035849
盈;2111;3144;2628;full, overflowing/ surplus/ to fill;yíng;⿱夃皿;皿;pictophonetic;;皿;6142;97,505209944
翁;2112;2652;2382;old man/ father, father-in-law;wēng;⿱公羽;羽;pictophonetic;公;羽;6137;97,508381454
愁;2113;2787;2450;anxious, worried;chóu;⿱秋心;心;pictophonetic;秋;心;6135;97,511551931
瞬;2114;2514;2314;to wink, to blink/ an instant, the blink of an eye;shùn;⿰目舜;目;pictophonetic;舜;目;6119;97,514714139
婴;2115;1970;2042;baby, infant/ to bother;yīng;⿱⿰贝贝女;女;pictophonetic;;女;6114;97,517873763
孝;2116;507;1312;filial piety, obedience/ mourning;xiào;⿸耂子;子;ideographic;;;6112;97,521032354
颈;2117;2642;2380;neck, throat;jǐng;⿰？页;页;pictophonetic;;页;6104;97,52418681
倘;2118;3679;2898;if, supposing, in event of;tǎng;⿰亻尚;亻;pictophonetic;尚;亻;6072;97,52732473
浙;2119;3925;3022;the Zhejiang province/ a river;zhè;⿰氵折;氵;pictophonetic;折;氵;6045;97,530448696
谅;2120;1471;1796;to excuse, to forgive/ to guess, to presume;liàng;⿰讠京;讠;pictophonetic;京;讠;6024;97,53356181
蔽;2121;2746;2434;to cover, to hide, to shelter;bì;⿱艹敝;艹;pictophonetic;敝;艹;6016;97,536670789
畅;2122;2543;2332;freely, smoothly/ unrestrained;chàng;⿰申昜;日;pictophonetic;昜;申;6012;97,539777701
赠;2123;2453;2288;to bestow, to confer, to present a gift;zèng;⿰贝曾;贝;pictophonetic;曾;贝;6004;97,542880479
妮;2124;;2124;maid, servant girl/ cute girl;nī;⿰女尼;女;pictophonetic;尼;女;6000;97,54598119
莎;2125;;2125;a kind of sedge grass that used to be woven into raincoats;shā;⿱艹沙;艹;pictophonetic;沙;艹;5990;97,549076733
尉;2126;2118;2122;officer, military rank;wèi;⿰⿸尸示寸;寸;;;;5988;97,552171242
冻;2127;1993;2060;cold/ to freeze, to congeal/ jelly;dòng;⿰冫东;冫;pictophonetic;东;冫;5984;97,555263685
跪;2128;2449;2288;to kneel;guì;⿰足危;足;pictophonetic;危;足;5955;97,55834114
闯;2129;1896;2012;to rush in, to charge in, to burst in;chuǎng;⿵门马;门;ideographic;;;5954;97,561418079
葡;2130;2246;2188;grapes/ Portugal, Portuguese;pú;⿱艹匍;艹;pictophonetic;匍;艹;5943;97,564489333
後;2131;;2131;after/ behind, rear/ descendants;hòu;⿰彳⿱幺夂;彳;ideographic;;;5938;97,567558003
厨;2132;2068;2100;kitchen/ closet, cupboard;chú;⿸厂⿰豆寸;厂;pictophonetic;豆;厂;5932;97,570623572
鸭;2133;2482;2308;duck/ Anas species (various);yā;⿰甲鸟;鸟;pictophonetic;甲;鸟;5932;97,573689142
颠;2134;2554;2344;peak, summit, top/ to upset;diān;⿰真页;页;pictophonetic;真;页;5921;97,576749026
遮;2135;2512;2324;to cover, to protect, to shield;zhē;⿺辶庶;辶;pictophonetic;庶;辶;5914;97,579805294
谊;2136;2335;2236;friendship/ appropriate, suitable;yì;⿰讠宜;讠;ideographic;;;5902;97,58285536
圳;2137;;2137;a furrow in a field/ a small drainage ditch;zhèn;⿰土川;土;ideographic;;;5901;97,585904909
